doc_id,lemma,pos,count
blogs/blog_001.txt,try,VERB,1
blogs/blog_001.txt,new,ADJ,1
blogs/blog_001.txt,recipe,NOUN,1
blogs/blog_001.txt,today,NOUN,1
blogs/blog_001.txt,document,VERB,1
blogs/blog_001.txt,step,NOUN,1
blogs/blog_001.txt,photo,NOUN,1
blogs/blog_002.txt,travel,VERB,1
blogs/blog_002.txt,train,NOUN,1
blogs/blog_002.txt,feel,VERB,1
blogs/blog_002.txt,slow,ADJ,1
blogs/blog_002.txt,reveal,VERB,1
blogs/blog_002.txt,quiet,ADJ,1
blogs/blog_002.txt,landscape,NOUN,1
blogs/blog_002.txt,story,NOUN,1
news/news_001.txt,central,ADJ,1
news/news_001.txt,bank,NOUN,1
news/news_001.txt,raise,VERB,1
news/news_001.txt,interest,NOUN,1
news/news_001.txt,rate,NOUN,1
news/news_001.txt,today,NOUN,1
news/news_001.txt,market,NOUN,1
news/news_001.txt,react,VERB,1
news/news_001.txt,caution,NOUN,1
news/news_002.txt,election,NOUN,1
news/news_002.txt,schedule,VERB,1
news/news_002.txt,month,NOUN,1
news/news_002.txt,party,NOUN,1
news/news_002.txt,announce,VERB,1
news/news_002.txt,policy,NOUN,1
news/news_002.txt,platform,NOUN,1
reports/report_001.txt,quarterly,ADJ,1
reports/report_001.txt,report,NOUN,1
reports/report_001.txt,outline,VERB,1
reports/report_001.txt,revenue,NOUN,1
reports/report_001.txt,growth,NOUN,1
reports/report_001.txt,reduce,VERB,1
reports/report_001.txt,operational,ADJ,1
reports/report_001.txt,cost,NOUN,1
reports/report_002.txt,committee,NOUN,1
reports/report_002.txt,recommend,VERB,1
reports/report_002.txt,additional,ADJ,1
reports/report_002.txt,audits,NOUN,1
reports/report_002.txt,ensure,VERB,1
reports/report_002.txt,compliance,NOUN,1
